,word,encodec ec,encodec mel,w2v
550,holding,"['cool', 'powell', 'mayonnaise', 'rule', 'hill']","['whole', 'whole', 'whole', 'whole', 'whole']","['hold', 'hold', 'hold', 'hold', 'hold']"
551,edifice,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
552,relief,"['grew', 'would', 'would', 'would', 'would']","['grew', 'lee', 'feel', 'feel', 'see']","['the', 'related', 'related', 'the', 'the']"
553,doors,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
554,knight,"['eye', 'eye', 'armine', 'eye', 'highwayman']","['night', 'night', 'night', 'night', 'night']","['night', 'night', 'night', 'night', 'night']"
555,worry,"['were', 'were', 'were', 'were', 'were']","['were', 'were', 'were', 'were', 'were']","['wore', 'whirl', 'wore', 'worthy', 'worthy']"
556,doctrine,"['are', 'jean', 'are', 'are', 'are']","['auction', 'draw', 'rock', 'draw', 'doctor']","['doctor', 'doctor', 'doctor', 'doctor', 'doctor']"
557,tuesday,"['you', 'you', 'you', 'you', 'you']","['day', 'day', 'day', 'day', 'day']","['shady', 'day', 'day', 'day', 'day']"
558,difference,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
559,glenarvan,"['warrior', 'rarer', 'murmur', 'robert', 'ground']","['room', 'room', 'room', 'room', 'room']","['roman', 'room', 'room', 'harbor', 'room']"
560,persons,"['germans', 'pushing', 'showed', 'problems', 'showed']","['since', 'is', 'is', 'since', 'is']","['person', 'person', 'person', 'person', 'person']"
561,order,"['were', 'were', 'are', 'were', 'am']","['are', 'are', 'are', 'are', 'are']","['ordered', 'ordered', 'ordered', 'ordered', 'ordered']"
562,ring,"['were', 'were', 'were', 'were', 'were']","['were', 'were', 'were', 'were', 'were']","['rang', 'e', 'reverend', 'fearing', 'fearing']"
563,orders,"['or', 'or', 'or', 'or', 'or']","['doors', 'doors', 'doors', 'doors', 'doors']","['order', 'order', 'order', 'order', 'order']"
564,idea,"['oil', 'you', 'it', 'it', 'you']","['you', 'you', 'you', 'you', 'you']","['bun', 'dungeon', 'inn', 'eye', 'eyed']"
565,inches,"['she', 'she', 'she', 'she', 'she']","['as', 'as', 'as', 'as', 'as']","['his', 'his', 'his', 'his', 'his']"
566,eyelids,"['ill', 'i', 'ill', 'i', 'i']","['eye', 'eye', 'eye', 'eye', 'eye']","['eye', 'eye', 'eye', 'eye', 'eye']"
567,whatever,"['are', 'are', 'are', 'are', 'were']","['were', 'were', 'were', 'were', 'were']","['ever', 'ever', 'ever', 'ever', 'ever']"
568,borders,"['are', 'are', 'are', 'are', 'are']","['word', 'word', 'word', 'word', 'word']","['word', 'word', 'word', 'word', 'word']"
569,instead,"['head', 'head', 'day', 'head', 'head']","['head', 'dead', 'head', 'dead', 'dead']","['head', 'head', 'head', 'head', 'head']"
570,claudia,"['merlin', 'slain', 'leaning', 'leaning', 'hollow']","['a', 'reveal', 'a', 'yellow', 'a']","['la', 'coffee', 'lawn', 'laws', 'angelo']"
571,kirkland,"['drawer', 'river', 'level', 'dormitory', 'willing']","['curtain', 'typical', 'dormitory', 'cupboard', 'cook']","['collins', 'affirmed', 'garlic', 'them', 'them']"
572,superstition,"['she', 'she', 'she', 'she', 'she']","['superstitious', 'seditious', 'suspicion', 'see', 'procession']","['tuition', 'sister', 'distinctions', 'sifted', 'fish']"
573,discretion,"['should', 'should', 'should', 'should', 'should']","['strange', 'strange', 'suspicion', 'suspicion', 'strange']","['distress', 'suspicion', 'reduce', 'suspicion', 'choose']"
574,recognising,"['net', 'mean', 'lance', 'wry', 'warning']","['making', 'making', 'making', 'inkling', 'drinks']","['designation', 'king', 'king', 'king', 'ink']"
575,intellect,"['it', 'it', 'it', 'it', 'it']","['it', 'it', 'verdict', 'it', 'it']","['africa', 'fantasies', 'elect', 'hide', 'deserve']"
576,translation,"['nation', 'she', 'she', 'she', 'should']","['nation', 'nation', 'nation', 'relations', 'relations']","['sensations', 'string', 'secesh', 'manipulation', 'chain']"
577,tremble,"['dare', 'hung', 'jim', 'wrong', 'a']","['twice', 'render', 'twice', 'charitable', 'rear']","['sail', 'tore', 'trap', 'simple', 'trip']"
578,can,"['could', 'could', 'could', 'could', 'could']","['han', 'could', 'in', 'could', 'could']","['do', 'do', 'do', 'do', 'do']"
579,temporary,"['are', 'are', 'are', 'are', 'are']","['mary', 'mary', 'mary', 'mary', 'mary']","['earn', 'earn', 'ordinary', 'ordinary', 'murmur']"
580,does,"['s', 'wed', 'is', 'it', 'it']","['us', 'us', 'us', 'us', 'us']","['is', 'is', 'is', 'is', 'is']"
581,anything,"['in', 'in', 'in', 'in', 'in']","['any', 'any', 'any', 'any', 'any']","['any', 'any', 'any', 'any', 'any']"
582,slowly,"['little', 'little', 'little', 'little', 'little']","['lee', 'lee', 'sea', 'rules', 'sea']","['little', 'little', 'little', 'little', 'little']"
583,inexpressible,"['is', 'is', 'is', 'is', 'is']","['sail', 'a', 'racks', 'a', 'a']","['sticking', 'express', 'solve', 'sympathy', 'assistant']"
584,patrons,"['salad', 'salad', 'salads', 'salad', 'salad']","['seasoned', 'uns', 'seasoned', 'us', 'masses']","['fantasies', 'scriptures', 'matron', 'superiors', 'histories']"
585,triumph,"['who', 'furtive', 'thorough', 'wrong', 'affair']","['for', 'for', 'for', 'for', 'for']","['form', 'form', 'form', 'form', 'form']"
586,frenzy,"['arrange', 'rang', 'e', 'revolved', 'in']","['fed', 'and', 'and', 'and', 'and']","['fed', 'ancestors', 'saxons', 'season', 'fish']"
587,notions,"['nation', 'knew', 'knew', 'knew', 'knew']","['nations', 'nations', 'nations', 'nations', 'nations']","['actions', 'tunes', 'actions', 'senses', 'nations']"
588,our,"['are', 'are', 'are', 'are', 'are']","['or', 'or', 'or', 'or', 'or']","['are', 'are', 'are', 'are', 'are']"
589,bedroom,"['him', 'him', 'him', 'him', 'him']","['them', 'them', 'them', 'them', 'them']","['room', 'room', 'room', 'room', 'room']"
590,feast,"['feet', 'speaks', 'eve', 'feet', 'chief']","['see', 'see', 'see', 'see', 'seeks']","['species', 'species', 'cities', 'seeds', 'seas']"
591,guess,"['sealed', 'address', 'fetch', 'sabbath', 'sue']","['best', 'best', 'best', 'best', 'best']","['yes', 'yes', 'yes', 'yes', 'yes']"
592,fits,"['said', 'said', 'sets', 'said', 'said']","['fifth', 'fifth', 'fifth', 'feet', 'feet']","['fifth', 'festive', 'fit', 'sticks', 'fifth']"
593,small,"['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']"
594,soil,"['all', 'all', 'all', 'all', 'all']","['soul', 'soul', 'soul', 'soul', 'soul']","['soul', 'soul', 'soul', 'soul', 'soul']"
595,supposition,"['suspicion', 'she', 'she', 'she', 'she']","['suspicion', 'suspicion', 'suspicion', 'solution', 'solution']","['suspicion', 'suspicion', 'suspicion', 'senses', 'misuse']"
596,elapsed,"['george', 'eh', 'george', 'wound', 'gallery']","['us', 'us', 'us', 'us', 'us']","['substance', 'balls', 'spouse', 'verse', 'us']"
597,looked,"['little', 'little', 'little', 'little', 'little']","['look', 'look', 'look', 'look', 'look']","['look', 'look', 'look', 'look', 'look']"
598,distinction,"['in', 'should', 'should', 'should', 'in']","['ancient', 'ancient', 'ancient', 'ancient', 'nations']","['student', 'string', 'contingent', 'kings', 'streams']"
599,gathered,"['had', 'had', 'had', 'had', 'had']","['vine', 'other', 'other', 'other', 'guides']","['did', 'did', 'did', 'did', 'did']"
600,blessed,"['allay', 'awe', 'talent', 'wild', 'lovely']","['dressed', 'dressed', 'talent', 'lest', 'lest']","['dress', 'bells', 'rug', 'solve', 'robust']"
601,chanticleer,"['shadow', 'shadow', 'enunciation', 'try', 'try']","['e', 'shall', 'shall', 'shall', 'shall']","['jean', 'jean', 'pear', 'jean', 'lisha']"
602,activity,"['day', 'day', 'day', 'day', 'day']","['valley', 'valley', 'valley', 'heavy', 'deity']","['divinity', 'divinity', 'divinity', 'deity', 'humanity']"
603,final,"['on', 'on', 'on', 'on', 'on']","['my', 'my', 'my', 'my', 'my']","['mall', 'phenomenon', 'foul', 'fine', 'amount']"
604,quietly,"['e', 'all', 'all', 'all', 'all']","['quiet', 'quiet', 'quiet', 'quiet', 'quiet']","['quiet', 'quiet', 'quiet', 'quiet', 'quiet']"
605,speaking,"['he', 'he', 'he', 'he', 'he']","['key', 'key', 'keep', 'keep', 'keeps']","['speak', 'speak', 'speak', 'speak', 'speak']"
606,bad,"['thy', 'i', 'add', 'i', 'i']","['out', 'out', 'out', 'out', 'out']","['that', 'that', 'that', 'that', 'that']"
607,manage,"['man', 'man', 'man', 'man', 'man']","['men', 'men', 'men', 'mens', 'men']","['in', 'in', 'in', 'in', 'in']"
608,holes,"['whole', 'whole', 'whole', 'whole', 'whole']","['whole', 'whole', 'whole', 'whole', 'whole']","['whole', 'whole', 'whole', 'whole', 'whole']"
609,stole,"['all', 'all', 'all', 'all', 'all']","['whole', 'whole', 'whole', 'whole', 'whole']","['sole', 'sole', 'sole', 'sole', 'sole']"
610,fireplace,"['e', 'i', 'i', 'i', 'i']","['face', 'fire', 'fire', 'face', 'face']","['face', 'faces', 'face', 'face', 'face']"
611,above,"['of', 'a', 'of', 'a', 'of']","['of', 'of', 'of', 'of', 'of']","['of', 'of', 'of', 'of', 'of']"
612,aristocracy,"['her', 'her', 'her', 'a', 'her']","['a', 'a', 'a', 'a', 'a']","['ancestors', 'gifted', 'aristocracies', 'aristocratic', 'fuchs']"
613,height,"['high', 'eye', 'valley', 'tahoe', 'hide']","['hide', 'hide', 'high', 'nights', 'night']","['high', 'hide', 'hide', 'high', 'eye']"
614,softly,"['violence', 'pause', 'stab', 'violence', 'ounce']","['pause', 'fall', 'fall', 'stab', 'thaw']","['off', 'off', 'collins', 'followers', 'level']"
615,minute,"['it', 'it', 'it', 'it', 'it']","['it', 'it', 'it', 'it', 'it']","['matron', 'deed', 'inn', 'maiden', 'needed']"
616,rings,"['london', 'in', 'in', 'in', 'in']","['rang', 'rang', 'rang', 'landing', 'in']","['enraged', 'in', 'in', 'ring', 'in']"
617,hotel,"['all', 'all', 'all', 'hill', 'all']","['hell', 'hell', 'hell', 'hell', 'hill']","['hell', 'hell', 'hell', 'hell', 'tahoe']"
618,excluded,"['shaken', 'swift', 'superseded', 'decreased', 'excuse']","['loose', 'decreased', 'gross', 'excuse', 'swift']","['choose', 'conclude', 'declared', 'feud', 'expired']"
619,moderate,"['rarer', 'grated', 'robert', 'dog', 'bottle']","['water', 'water', 'water', 'water', 'water']","['martyr', 'hour', 'hour', 'around', 'hour']"
620,survey,"['are', 'are', 'are', 'are', 'are']","['very', 'very', 'very', 'very', 'very']","['serve', 'serve', 'serve', 'e', 'serve']"
621,probably,"['wildly', 'emperors', 'little', 'solved', 'little']","['sadly', 'bartley', 'bartley', 'bartley', 'bartley']","['mode', 'mode', 'mode', 'mode', 'mode']"
622,women,"['one', 'worn', 'london', 'warning', 'in']","['one', 'one', 'one', 'one', 'one']","['man', 'man', 'man', 'man', 'man']"
623,greeting,"['reign', 'reign', 'me', 'me', 'me']","['reign', 'lean', 'lean', 'reign', 'grave']","['reading', 'reading', 'reading', 'eating', 'eating']"
624,boxes,"['box', 'box', 'box', 'box', 'laws']","['box', 'box', 'box', 'box', 'box']","['houses', 'houses', 'houses', 'cells', 'houses']"
625,pour,"['were', 'were', 'were', 'were', 'were']","['or', 'or', 'or', 'or', 'or']","['wore', 'wore', 'wore', 'roar', 'or']"
626,peace,"['see', 'see', 'see', 'see', 'see']","['ease', 'see', 'see', 'see', 'see']","['leash', 'teeth', 'piece', 'teeth', 'teeth']"
627,palace,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']"
628,painfully,"['me', 'me', 'me', 'me', 'me']","['peel', 'peel', 'people', 'me', 'people']","['closely', 'closely', 'me', 'faith', 'me']"
629,sectaries,"['error', 'error', 'synagogues', 'rites', 'scriptures']","['scriptures', 'prayers', 'greeks', 'ease', 'jesus']","['scriptures', 'fantasies', 'greeks', 'synagogues', 'superiors']"
630,engaged,"['game', 'invading', 'engineer', 'had', 'had']","['age', 'age', 'age', 'age', 'age']","['enraged', 'vindicated', 'gage', 'drainage', 'intend']"
631,folks,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['clothes', 'falls', 'clothes', 'clothes', 'us']"
632,snake,"['base', 'base', 'setting', 'day', 'wake']","['say', 'say', 'say', 'say', 'say']","['wake', 'shake', 'jig', 'jake', 'deity']"
633,olden,"['old', 'old', 'old', 'old', 'old']","['old', 'old', 'old', 'old', 'old']","['old', 'old', 'old', 'old', 'old']"
634,fit,"['for', 'if', 'if', 'for', 'if']","['fifth', 'fifth', 'fifth', 'if', 'if']","['fifth', 'choke', 'faith', 'spit', 'faith']"
635,county,"['her', 'her', 'her', 'her', 'her']","['country', 'country', 'country', 'country', 'country']","['country', 'country', 'country', 'country', 'country']"
636,care,"['here', 'here', 'here', 'here', 'here']","['here', 'here', 'here', 'here', 'here']","['here', 'here', 'here', 'here', 'here']"
637,permanent,"['army', 'mark', 'army', 'known', 'army']","['learn', 'rum', 'appropriate', 'former', 'in']","['remote', 'former', 'former', 'chapman', 'perfect']"
638,yonder,"['morrel', 'morrel', 'mine', 'mine', 'mine']","['landing', 'waters', 'mourn', 'man', 'man']","['man', 'man', 'mangled', 'man', 'man']"
639,almost,"['own', 'own', 'own', 'own', 'own']","['most', 'most', 'most', 'most', 'most']","['all', 'all', 'balls', 'all', 'all']"
640,routine,"['you', 'you', 'you', 'you', 'you']","['mean', 'mean', 'mean', 'mean', 'me']","['bean', 'bean', 'need', 'lean', 'need']"
641,blackness,"['backs', 'black', 'lasted', 'sack', 'ceiling']","['sack', 'sack', 'bath', 'backs', 'lasted']","['accent', 'vases', 'senses', 'clock', 'lamp']"
642,awe,"['all', 'all', 'all', 'all', 'all']","['all', 'all', 'all', 'all', 'all']","['law', 'law', 'law', 'law', 'law']"
643,defeat,"['eat', 'eating', 'he', 'he', 'eat']","['b', 'me', 'be', 'be', 'be']","['tea', 'deity', 'beauty', 'feet', 'tea']"
644,anybody,"['bloody', 'engineer', 'in', 'enables', 'in']","['any', 'any', 'any', 'any', 'any']","['any', 'any', 'any', 'any', 'any']"
645,bitterly,"['a', 'a', 'a', 'royal', 'are']","['roared', 'bread', 'bread', 'italy', 'be']","['idylls', 'vigour', 'waverley', 'avail', 'deeply']"
646,fortnight,"['firm', 'fire', 'fire', 'fire', 'fire']","['four', 'four', 'four', 'four', 'four']","['night', 'site', 'night', 'night', 'night']"
647,germans,"['ruins', 'mien', 'mortar', 'murmur', 'germany']","['murmur', 'river', 'river', 'river', 'ruins']","['bun', 'brethren', 'brethren', 'romans', 'firm']"
648,search,"['us', 'us', 'sure', 'us', 'us']","['church', 'church', 'church', 'church', 'church']","['scriptures', 'leash', 'church', 'greeks', 'church']"
649,grant,"['were', 'were', 'were', 'were', 'were']","['restaurant', 'restaurant', 'restaurants', 'are', 'are']","['rout', 'grand', 'grand', 'mundane', 'bank']"
650,terrible,"['are', 'are', 'are', 'are', 'are']","['air', 'air', 'air', 'air', 'air']","['la', 'horror', 'charitable', 'horror', 'poorer']"
651,member,"['river', 'river', 'river', 'river', 'river']","['river', 'river', 'river', 'river', 'river']","['roar', 'harbor', 'remember', 'remember', 'remembered']"
652,jesus,"['she', 'she', 'she', 'she', 'she']","['is', 'is', 'is', 'is', 'these']","['choose', 'choose', 'these', 'sees', 'phases']"
653,julian,"['you', 'you', 'you', 'you', 'you']","['you', 'you', 'you', 'you', 'you']","['divinity', 'divinity', 'ewes', 'lean', 'beans']"
654,accompany,"['covered', 'whom', 'runs', 'come', 'under']","['come', 'come', 'come', 'come', 'come']","['lamp', 'beloved', 'bunch', 'earn', 'sentiment']"
655,bringing,"['were', 'were', 'were', 'were', 'were']","['being', 'being', 'being', 'being', 'being']","['bring', 'bring', 'bring', 'bring', 'bring']"
656,sun,"['man', 'men', 'in', 'raw', 'in']","['some', 'some', 'some', 'some', 'some']","['sons', 'sons', 'some', 'suns', 'son']"
657,information,"['mien', 'inn', 'company', 'dine', 'ruins']","['am', 'am', 'am', 'am', 'am']","['enunciation', 'reverend', 'in', 'in', 'in']"
658,alone,"['all', 'moan', 'warm', 'warm', 'long']","['own', 'own', 'own', 'own', 'own']","['bun', 'lean', 'lean', 'lean', 'one']"
659,girdle,"['our', 'our', 'our', 'or', 'or']","['a', 'a', 'a', 'a', 'a']","['restored', 'reward', 'deserve', 'load', 'rout']"
660,mankind,"['mount', 'line', 'mine', 'mine', 'line']","['man', 'man', 'man', 'man', 'man']","['man', 'man', 'man', 'man', 'man']"
661,expression,"['she', 'she', 'she', 'she', 'she']","['rush', 'chefs', 'sections', 'protected', 'chuck']","['chef', 'lifted', 'tuition', 'procession', 'treasures']"
662,lurid,"['rules', 'drawer', 'raw', 'rooted', 'roar']","['rolled', 'rolled', 'rooted', 'rolled', 'words']","['word', 'board', 'word', 'board', 'word']"
663,commander,"['manly', 'remind', 'men', 'bore', 'army']","['man', 'man', 'man', 'man', 'man']","['earn', 'earn', 'manner', 'man', 'manly']"
664,laid,"['me', 'me', 'me', 'me', 'me']","['me', 'me', 'me', 'me', 'me']","['me', 'me', 'me', 'me', 'me']"
665,short,"['she', 'she', 'she', 'she', 'she']","['assure', 'assure', 'show', 'assure', 'show']","['sure', 'sort', 'sort', 'sort', 'sort']"
666,holy,"['hole', 'whole', 'hole', 'whole', 'whole']","['hole', 'a', 'hole', 'a', 'hole']","['whole', 'whole', 'whole', 'whole', 'whole']"
667,ones,"['level', 'honour', 'one', 'willing', 'uns']","['uns', 'them', 'one', 'them', 'them']","['one', 'one', 'one', 'one', 'one']"
668,escaped,"['mace', 'waist', 'hay', 'chaos', 'desist']","['hay', 'hay', 'faced', 'deed', 'flanks']","['deed', 'gate', 'fantasies', 'greeks', 'street']"
669,shot,"['she', 'she', 'she', 'she', 'she']","['shut', 'shut', 'shut', 'shut', 'shuts']","['shut', 'shut', 'shut', 'shut', 'shuts']"
670,unbroken,"['mountain', 'mountain', 'mountain', 'mountain', 'level']","['mountain', 'mountain', 'mountain', 'mountain', 'mountain']","['them', 'them', 'them', 'them', 'them']"
671,unknown,"['on', 'on', 'on', 'on', 'on']","['own', 'own', 'own', 'own', 'own']","['known', 'known', 'known', 'moan', 'known']"
672,affection,"['action', 'passion', 'path', 'reception', 'action']","['perdition', 'edition', 'him', 'him', 'him']","['hand', 'hand', 'hand', 'hand', 'hand']"
673,seeking,"['me', 'me', 'me', 'me', 'me']","['lean', 'lean', 'teepee', 'heap', 'creation']","['lean', 'sea', 'sea', 'sea', 'sea']"
674,pell,"['howled', 'eh', 'plumb', 'tad', 'cowboy']","['mell', 'filled', 'help', 'bear', 'help']","['mell', 'plumb', 'del', 'pall', 'dashed']"
675,worth,"['ruled', 'horror', 'ruled', 'roar', 'rule']","['word', 'word', 'word', 'word', 'word']","['were', 'were', 'were', 'were', 'were']"
676,turned,"['her', 'her', 'her', 'her', 'in']","['turn', 'turn', 'turn', 'turn', 'turn']","['turn', 'turn', 'turn', 'turn', 'turn']"
677,apprehension,"['had', 'had', 'had', 'had', 'had']","['head', 'admiration', 'half', 'half', 'abashed']","['pension', 'attendance', 'intention', 'lamp', 'enraged']"
678,sobs,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['silk', 'sauce', 'loss', 'sights', 'cells']"
679,summons,"['since', 'instance', 'in', 'in', 'since']","['since', 'since', 'instance', 'promises', 'since']","['in', 'in', 'in', 'in', 'suns']"
680,country,"['stretching', 'stretching', 'torch', 'finished', 'finished']","['come', 'come', 'come', 'come', 'come']","['her', 'her', 'her', 'her', 'her']"
681,oppressed,"['thrilled', 'coughed', 'earnest', 'simmonds', 'swept']","['pressed', 'pressed', 'pressed', 'pressed', 'trusts']","['pressed', 'pressed', 'crept', 'crest', 'pressing']"
682,down,"['on', 'on', 'on', 'on', 'on']","['man', 'man', 'man', 'man', 'man']","['out', 'out', 'out', 'out', 'out']"
683,blanket,"['robber', 'led', 'oppose', 'gloom', 'led']","['like', 'like', 'like', 'like', 'like']","['flank', 'lamp', 'bank', 'bed', 'flanks']"
684,burst,"['burgess', 'burgess', 'roared', 'burgess', 'burgess']","['burgess', 'burgess', 'burgess', 'burgess', 'burgess']","['refer', 'bursts', 'bursts', 'adrift', 'herbert']"
685,efforts,"['rust', 'health', 'suppress', 'boards', 'rails']","['rust', 'chapels', 'suppress', 'of', 'esther']","['senses', 'actions', 'effort', 'arts', 'suppressed']"
686,stern,"['are', 'are', 'are', 'are', 'are']","['turn', 'turn', 'turn', 'turn', 'turn']","['turn', 'sturgeon', 'turn', 'turn', 'turn']"
687,burning,"['horton', 'horton', 'arrange', 'horton', 'rumor']","['murmurs', 'rumor', 'rid', 'rear', 'reverend']","['merlin', 'earn', 'rim', 'learned', 'learned']"
688,put,"['up', 'up', 'up', 'up', 'up']","['but', 'but', 'but', 'but', 'but']","['but', 'but', 'but', 'but', 'but']"
689,direct,"['are', 'are', 'are', 'are', 'are']","['to', 'to', 'trip', 'to', 'to']","['abundant', 'broad', 'restored', 'afflicted', 'broad']"
690,huge,"['you', 'you', 'you', 'you', 'you']","['use', 'use', 'use', 'use', 'use']","['few', 'few', 'few', 'few', 'few']"
691,hammer,"['her', 'her', 'her', 'her', 'her']","['matter', 'matter', 'matter', 'matter', 'matter']","['matter', 'matter', 'matter', 'her', 'matter']"
692,pack,"['back', 'back', 'up', 'up', 'up']","['back', 'back', 'back', 'back', 'back']","['back', 'back', 'back', 'back', 'back']"
693,results,"['is', 'is', 'stories', 'is', 'is']","['is', 'is', 'is', 'is', 'is']","['is', 'is', 'is', 'is', 'is']"
694,daily,"['the', 'the', 'the', 'the', 'the']","['age', 'lay', 'lay', 'lay', 'loyally']","['day', 'day', 'day', 'day', 'day']"
695,maiden,"['me', 'me', 'me', 'me', 'me']","['may', 'may', 'may', 'may', 'may']","['maidenly', 'made', 'made', 'made', 'made']"
696,stoop,"['lute', 'us', 'faltered', 'system', 'too']","['food', 'food', 'food', 'food', 'food']","['troops', 'stones', 'works', 'soups', 'stoke']"
697,substance,"['since', 'sue', 'say', 'say', 'say']","['as', 'as', 'as', 'as', 'as']","['since', 'since', 'since', 'since', 'since']"
698,herbert,"['her', 'her', 'her', 'her', 'her']","['her', 'her', 'her', 'her', 'her']","['her', 'river', 'her', 'her', 'river']"
699,aunt,"['on', 'on', 'on', 'on', 'on']","['on', 'on', 'on', 'on', 'on']","['on', 'on', 'on', 'on', 'on']"
700,trunks,"['arms', 'hood', 'ferns', 'arms', 'murderer']","['rocks', 'rocks', 'rocks', 'clarke', 'rocks']","['trunk', 'rocks', 'rocks', 'groans', 'rocks']"
701,place,"['success', 'success', 'success', 'success', 'success']","['face', 'face', 'face', 'face', 'face']","['us', 'us', 'us', 'us', 'us']"
702,spoken,"['solving', 'bundled', 'admission', 'discussing', 'invalid']","['comfortable', 'impossible', 'observe', 'bundled', 'breakfast']","['spoke', 'spoke', 'been', 'been', 'been']"
703,moulded,"['mama', 'mama', 'rome', 'dull', 'worn']","['old', 'old', 'old', 'old', 'old']","['womb', 'rudely', 'moan', 'old', 'old']"
704,edition,"['she', 'she', 'she', 'she', 'she']","['in', 'in', 'in', 'in', 'in']","['tuition', 'gifted', 'to', 'to', 'distinctions']"
705,inclined,"['allay', 'talent', 'coffee', 'enjoying', 'declined']","['tried', 'tried', 'declined', 'tried', 'penalty']","['climbing', 'lined', 'slain', 'flying', 'claim']"
706,must,"['the', 'the', 'the', 'the', 'the']","['was', 'a', 'a', 'is', 'of']","['do', 'do', 'do', 'do', 'do']"
707,liberty,"['me', 'thee', 'me', 'me', 'me']","['me', 'me', 'me', 'me', 'me']","['deity', 'beauty', 'beauty', 'beauty', 'beauty']"
708,treble,"['karl', 'karl', 'model', 'all', 'all']","['cruel', 'cruel', 'cruel', 'model', 'cries']","['whirl', 'whirl', 'growling', 'fall', 'shrilly']"
709,legal,"['little', 'lay', 'little', 'lay', 'lay']","['little', 'little', 'little', 'little', 'little']","['little', 'little', 'little', 'little', 'little']"
710,prophets,"['us', 'us', 'us', 'us', 'us']","['us', 'us', 'us', 'us', 'us']","['fantasies', 'masses', 'us', 'africa', 'glance']"
711,said,"['sits', 'says', 'thrust', 'sudden', 'season']","['see', 'see', 'see', 'see', 'see']","['sets', 'set', 'set', 'set', 'set']"
712,services,"['his', 'his', 'is', 'is', 'his']","['is', 'is', 'is', 'is', 'is']","['service', 'service', 'service', 'service', 'service']"
713,person,"['mortar', 'them', 'them', 'them', 'them']","['persons', 'her', 'her', 'her', 'persons']","['them', 'them', 'them', 'them', 'them']"
714,beside,"['wry', 'about', 'arm', 'i', 'i']","['side', 'side', 'side', 'side', 'side']","['besides', 'besides', 'besides', 'besides', 'besides']"
715,boats,"['of', 'of', 'of', 'of', 'of']","['both', 'both', 'both', 'about', 'of']","['boat', 'both', 'both', 'of', 'both']"
716,cover,"['purple', 'greater', 'fun', 'color', 'rubbed']","['covered', 'purple', 'covered', 'covered', 'covered']","['river', 'river', 'river', 'river', 'river']"
717,important,"['symbols', 'emperors', 'pent', 'ptolemy', 'metaphysic']","['and', 'and', 'and', 'and', 'and']","['merlin', 'quarter', 'spiritual', 'rudely', 'ptolemy']"
718,mansion,"['man', 'man', 'man', 'man', 'man']","['man', 'man', 'man', 'man', 'man']","['man', 'man', 'man', 'man', 'man']"
719,foul,"['all', 'all', 'all', 'all', 'ball']","['ball', 'ball', 'ball', 'all', 'all']","['all', 'all', 'all', 'fall', 'all']"
720,drowsy,"['i', 'i', 'i', 'i', 'i']","['drive', 'drive', 'drive', 'drive', 'rout']","['possessors', 'drive', 'sheet', 'bare', 'lisha']"
721,report,"['were', 'were', 'were', 'were', 'were']","['poor', 'poor', 'poor', 'poor', 'poor']","['reported', 'reported', 'reported', 'ward', 'roar']"
722,hearing,"['me', 'here', 'here', 'here', 'here']","['reign', 'carrie', 'matting', 'me', 'me']","['hand', 'hand', 'hand', 'hand', 'hand']"
723,cyril,"['are', 'are', 'are', 'are', 'are']","['barrel', 'barrel', 'girl', 'chair', 'chair']","['girl', 'row', 'girl', 'girl', 'girl']"
724,have,"['a', 'a', 'had', 'a', 'a']","['had', 'had', 'had', 'had', 'had']","['had', 'had', 'had', 'had', 'had']"
725,lover,"['little', 'little', 'little', 'little', 'little']","['fervor', 'our', 'our', 'our', 'our']","['love', 'love', 'love', 'love', 'love']"
726,asked,"['us', 'us', 'us', 'us', 'us']","['last', 'last', 'last', 'last', 'last']","['ask', 'ask', 'ask', 'ask', 'ask']"
727,comfortable,"['garlic', 'cool', 'river', 'river', 'cupboard']","['mackerel', 'cupboard', 'mortal', 'river', 'level']","['level', 'cupboard', 'room', 'room', 'room']"
728,transported,"['queen', 'queen', 'queen', 'are', 'queen']","['paternal', 'court', 'reader', 'a', 'horton']","['remind', 'endeavoured', 'fearing', 'related', 'discontented']"
729,marry,"['her', 'her', 'her', 'her', 'her']","['me', 'me', 'me', 'me', 'me']","['maiden', 'mary', 'mary', 'me', 'me']"
730,gigantic,"['dig', 'gas', 'gas', 'day', 'day']","['dig', 'great', 'great', 'great', 'great']","['antioch', 'gash', 'jet', 'gas', 'great']"
731,occasionally,"['addition', 'nettle', 'jailer', 'originally', 'everywhere']","['organization', 'age', 'vision', 'patiently', 'nearly']","['he', 'he', 'he', 'he', 'he']"
732,intended,"['had', 'had', 'had', 'had', 'had']","['did', 'did', 'did', 'did', 'did']","['did', 'did', 'did', 'did', 'did']"
